"Read Details","상세 보기",module,Magento_AdminNotification
"Mark as Read","읽음으로 표시",module,Magento_AdminNotification
"Are you sure?",확실합니까?,module,Magento_AdminNotification
Remove,삭제,module,Magento_AdminNotification
"Messages Inbox","받은 메시지함",module,Magento_AdminNotification
"You have %1 new system messages","%1개의 새로운 시스템 메시지가 있습니다.",module,Magento_AdminNotification
"You have %1 new system message","%1개의 새로운 시스템 메시지가 있습니다.",module,Magento_AdminNotification
"Incoming Message","받은 메시지",module,Magento_AdminNotification
close,닫기,module,Magento_AdminNotification
Notifications,알림,module,Magento_AdminNotification
"The message has been marked as Read.","메시지를 읽은 상태로 표시했습니다.",module,Magento_AdminNotification
"We couldn't mark the notification as Read because of an error.","오류로 인해 이 알림을 읽은 상태로 표시할 수 없습니다.",module,Magento_AdminNotification
"Please select messages.","메시지를 선택해주세요.",module,Magento_AdminNotification
"A total of %1 record(s) have been marked as Read.","모두 %1개의 레코드를 읽은 상태로 표시했습니다.",module,Magento_AdminNotification
"Total of %1 record(s) have been removed.","모두 %1개의 레코드를 삭제했습니다.",module,Magento_AdminNotification
"We couldn't remove the messages because of an error.","오류로 인해 이 메시지를 삭제할 수 없습니다.",module,Magento_AdminNotification
"The message has been removed.","메시지를 삭제했습니다.",module,Magento_AdminNotification
"You have viewed and resolved all recent system notices. Please refresh the web page to clear the notice alert.","당신이 볼 수 있고 모든 최근 시스템 통지를 해결. 제발 통지 경고를 웹 페이지를 새로 고칩니다.",module,Magento_AdminNotification
"1 Hour",1시간,module,Magento_AdminNotification
"2 Hours",2시간,module,Magento_AdminNotification
"6 Hours",6시간,module,Magento_AdminNotification
"12 Hours",12시간,module,Magento_AdminNotification
"24 Hours",24시간,module,Magento_AdminNotification
critical,심각,module,Magento_AdminNotification
major,중요함,module,Magento_AdminNotification
minor,사소함,module,Magento_AdminNotification
notice,알림,module,Magento_AdminNotification
"Wrong message type","잘못된 메시지 타입",module,Magento_AdminNotification
"Wrong notification ID specified.","잘못된 알림 ID을 지정했습니다.",module,Magento_AdminNotification
"{{base_url}} is not recommended to use in a production environment to declare the Base Unsecure URL / Base Secure URL. We highly recommend changing this value in your Magento <a href=""%1"">configuration</a>.","프로덕션 환경에서 Base Unsecure URL / Base Secure URL을 정의하는데 {{base_url}} 를 사용하지 않는 것이 좋습니다. 마젠토 <a href=""%1"">설정</a>에서 이 값을 수정하시는 것이 매우 좋습니다.",module,Magento_AdminNotification
"One or more of the Cache Types are invalidated: %1. ","하나 이상의 캐쉬 유형이 무효화되었습니다: %1. ",module,Magento_AdminNotification
"Please go to <a href=""%1"">Cache Management</a> and refresh cache types.","<a href=""%1"">캐쉬 관리</a>로 가서 캐쉬 타입을 갱신해 주시기 바랍니다.",module,Magento_AdminNotification
"We were unable to synchronize one or more media files. Please refer to the log file for details.","하나 이상의 미디어 파일을 동기화하지 못했습니다. 상세 내용은 로그 파일을 참조해주세요.",module,Magento_AdminNotification
"Synchronization of media storages has been completed.","미디어 저장소 동기화를 완료했습니다.",module,Magento_AdminNotification
"Your web server is set up incorrectly and allows unauthorized access to sensitive files. Please contact your hosting provider.","웹서버가 잘못 설정되어 중요한 파일에 인증되지 않은 접근을 허용하고 있습니다. 호스팅 제공업체에 문의하세요.",module,Magento_AdminNotification
"System Messages:","시스템 메시지:",module,Magento_AdminNotification
"Critical System Messages","Critical 시스템 메시지",module,Magento_AdminNotification
"Major System Messages","Major 시스템 메시지",module,Magento_AdminNotification
"System messages","시스템 메시지",module,Magento_AdminNotification
Close,닫기,module,Magento_AdminNotification
"See All (","모두 보기 (",module,Magento_AdminNotification
" unread)"," 읽지않음)",module,Magento_AdminNotification
"Please correct the data sent.","전송될 데이터를 수정해주십시오.",module,Magento_AdvancedPricingImportExport
"Entity type model must be an instance of \Magento\CatalogImportExport\Model\Export\Product\Type\AbstractType","엔터티 타입 모델은 반드시 \Magento\CatalogImportExport\Model\Export\Product\Type\AbstractType의 인스턴스여야 합니다.",module,Magento_AdvancedPricingImportExport
"There are no product types available for export","내보낼 수 있는 상품 타입이 없습니다.",module,Magento_AdvancedPricingImportExport
"Related Search Terms","연관 검색어",module,Magento_AdvancedSearch
"Add New Search Term","신규 검색어 추가",module,Magento_AdvancedSearch
button_label,"버튼 라벨",module,Magento_AdvancedSearch
"Missing search engine parameter.","검색엔진 파라메터가 누락됐습니다.",module,Magento_AdvancedSearch
"Successful! Test again?","성공! 다시 테스트하시겠습니까?",module,Magento_AdvancedSearch
"Connection failed! Test again?","연결 실패! 다시 테스트하시겠습니까?",module,Magento_AdvancedSearch
"Subscription status","가입 상태",module,Magento_Analytics
"Sorry, there has been an error processing your request. Please try again later.","작업도중 오류가 발생 했습니다. 다시 시도해 주십시오",module,Magento_Analytics
"Cron settings can't be saved","Cron 설정은 저장할 수 없습니다.",module,Magento_Analytics
"There was an error save new configuration value.","새 구성 값 저장 오류가 발생 했습니다.",module,Magento_Analytics
"--Please Select--","--선택해 주십시오--",module,Magento_Analytics
"Command was not found.","명령을 찾을 수 없습니다.",module,Magento_Analytics
"These arguments can't be empty ""%1""","이 인수는 비어있는 ""%1"" 될 수 없습니다.",module,Magento_Analytics
"Cannot find predefined integration user!","미리 정의 된 통합 사용자를 찾을 수 없습니다!",module,Magento_Analytics
"File is not ready yet.","아직 파일이 준비 되지 않습니다.",module,Magento_Analytics
"Your Base URL has been changed and your reports are being updated. Advanced Reporting will be available once this change has been processed. Please try again later.","귀하의 기본 URL을 변경 하 고 보고서 업데이트 되 고. 고급 보고가이 변경 처리 되 면 가능할 것 이다. 나중에 다시 시도 하십시오.",module,Magento_Analytics
"Failed to synchronize data to the Magento Business Intelligence service. ","Magento 비즈니스 인텔리전스 서비스 데이터를 동기화 하지 못했습니다. ",module,Magento_Analytics
"Apps and Games","애플 리 케이 션 및 게임",module,Magento_Analytics
"Athletic/Sporting Goods","체육/스포츠 용품",module,Magento_Analytics
"Art and Design","미술 및 디자인",module,Magento_Analytics
"Advanced Reporting","고급 보고",module,Magento_Analytics
"Gain new insights and take command of your business' performance, using our dynamic product, order, and customer reports tailored to your customer data.","새로운 통찰력을 얻고, 고객 데이터에 맞게 우리의 동적 제품, 주문 및 고객 보고서를 사용 하 여 귀하의 비즈니스의 수행 명령을 갖는다",module,Magento_Analytics
"Go to Advanced Reporting","이동 고급 보고",module,Magento_Analytics
"Something went wrong while compiling a list of allowed resources. You can find out more in the exceptions log.","허용된 리소스 리스트를 컴파일하는 도중 문제가 발생했습니다. 예외 로그에서 더 많은 정보를 찾을 수 있습니다.",module,Magento_Authorization
"You created the order.","주문을 생성했습니다.",module,Magento_Authorizenet
"Order saving error: %1","주문 저장 에러: %1",module,Magento_Authorizenet
"Please choose a payment method.","결제방법을 선택해 주십시오.",module,Magento_Authorizenet
"We can't process your order right now. Please try again later.","주문을 처리할 수 없습니다. 나중에 다시 시도 하십시오.",module,Magento_Authorizenet
"Credit Card: xxxx-%1","신용 카드: xxxx-%1",module,Magento_Authorizenet
"amount %1","금액 %1",module,Magento_Authorizenet
failed.,실패.,module,Magento_Authorizenet
successful.,성공.,module,Magento_Authorizenet
"Authorize.Net Transaction ID %1.","Authorize.Net 트랜젝션 ID %1.",module,Magento_Authorizenet
authorize,인증,module,Magento_Authorizenet
capture,캡처,module,Magento_Authorizenet
refund,환불,module,Magento_Authorizenet
void,무효,module,Magento_Authorizenet
"Gateway error: %1","게이트웨이 에러: %1",module,Magento_Authorizenet
"Something went wrong in the payment gateway.","결제 게이트웨이에서 문제가 발생했습니다.",module,Magento_Authorizenet
"Invalid amount for capture.","잘못된 캡쳐 금액입니다.",module,Magento_Authorizenet
"Payment capturing error.","결제 캡쳐 오류.",module,Magento_Authorizenet
"Invalid transaction ID.","잘못된 트렌젝션 ID.",module,Magento_Authorizenet
"Payment voiding error.","결제 무효 에러.",module,Magento_Authorizenet
"Invalid amount for refund.","잘못된 환불 금액.",module,Magento_Authorizenet
"Payment refunding error.","결제 환불 에러.",module,Magento_Authorizenet
"The transaction was declined because the response hash validation failed.","응답 해시의 확인 실패로 트랜잭션이 거부되었습니다.",module,Magento_Authorizenet
"There was a payment authorization error.","결제 인증 에러가 발생했습니다.",module,Magento_Authorizenet
"Please enter a transaction ID to authorize this payment.","해당 결제를 인증하기 위한 트랜잭션 ID를 입력해 주십시오.",module,Magento_Authorizenet
"Transaction %1 has been approved. Amount %2. Transaction status is ""%3""","트랜잭션 %1이(가) 허가되었습니다. 금액 %2. 트랜잭션 상태는 ""%3"" 입니다.",module,Magento_Authorizenet
"Transaction %1 has been voided/declined. Transaction status is ""%2"". Amount %3.","트랜잭션 %1이(가) 무효/거부되었습니다. 트랜잭션 상태는 ""%2"" 입니다. 금액 %3.",module,Magento_Authorizenet
"Authorize Only",인증만,module,Magento_Authorizenet
"Authorize and Capture","인증과 캡쳐",module,Magento_Authorizenet
"Electronic payments save the trees.","전자 지불",module,Magento_Authorizenet
"Credit Card Type","신용카드 타입",module,Magento_Authorizenet
"Please Select",선택하세요,module,Magento_Authorizenet
"Credit Card Number","신용카드 번호",module,Magento_Authorizenet
"Expiration Date",유효기간,module,Magento_Authorizenet
"Card Verification Number","카드 인증 번호",module,Magento_Authorizenet
"Fraud Detection ","사기 탐지 ",module,Magento_Authorizenet
"FDS Filter Action","FDS 필터 동작",module,Magento_Authorizenet
"AVS Response","AVS 응답",module,Magento_Authorizenet
"Card Code Response","카드 코드 응답",module,Magento_Authorizenet
"CAVV Response","CAVV 응답",module,Magento_Authorizenet
"Fraud Filters","사기 필터",module,Magento_Authorizenet
"Invalid Form Key. Please refresh the page.","잘못된 폼키 입니다. 페이지를 리로드 해주십시오.",module,Magento_Backend
"You entered an invalid Secret Key. Please refresh the page.","잘못된 비밀키를 입력했습니다. 페이지를 리로드해 주십시오.",module,Magento_Backend
"Cache Storage Management","캐시 저장소 관리",module,Magento_Backend
"Flush Magento Cache","마젠토 캐시 비우기",module,Magento_Backend
"The cache storage may contain additional data. Are you sure that you want to flush it?","캐시 저장소에는 추가 데이터가 포함되어 있을 수 있습니다. 정말 비우시겠습니까?",module,Magento_Backend
"Flush Cache Storage","캐시 저장소 비우기",module,Magento_Backend
Invalidated,"잘못된 날짜",module,Magento_Backend
Orders,주문,module,Magento_Backend
Amounts,금액,module,Magento_Backend
Bestsellers,"베스트 셀러",module,Magento_Backend
"Most Viewed Products","가장 많이 본 상품",module,Magento_Backend
"New Customers","신규 고객",module,Magento_Backend
Customers,고객,module,Magento_Backend
Customer,고객,module,Magento_Backend
Guest,비회원,module,Magento_Backend
Items,항목,module,Magento_Backend
Total,합계,module,Magento_Backend
"Lifetime Sales","총 판매",module,Magento_Backend
"Average Order","평균 주문",module,Magento_Backend
Average,평균,module,Magento_Backend
Product,상품,module,Magento_Backend
Price,가격,module,Magento_Backend
Quantity,수량,module,Magento_Backend
Views,보기,module,Magento_Backend
Revenue,수익,module,Magento_Backend
Tax,세금,module,Magento_Backend
Shipping,배송,module,Magento_Backend
"Images (.gif, .jpg, .png)","이미지 (.gif, .jpg, .png)",module,Magento_Backend
"Media (.avi, .flv, .swf)","미디어 (.avi,.flv,.swf)",module,Magento_Backend
"All Files","모든 파일",module,Magento_Backend
"Reset to Default","기본값으로 재설정",module,Magento_Backend
"All Store Views","모든 스토어뷰",module,Magento_Backend
"What is this?","이게 뭐죠?",module,Magento_Backend
"Save Account","계정 저장",module,Magento_Backend
"My Account","내 계정",module,Magento_Backend
"Account Information","계정 정보",module,Magento_Backend
"User Name","사용자 이름",module,Magento_Backend
"First Name",이름,module,Magento_Backend
"Last Name",성,module,Magento_Backend
Email,이메일,module,Magento_Backend
"User Email","사용자 이메일",module,Magento_Backend
"New Password","신규 비밀번호",module,Magento_Backend
"Password Confirmation","비밀번호 확인",module,Magento_Backend
"Interface Locale","인터페이스 언어",module,Magento_Backend
"Current User Identity Verification","현재 사용자 신원 확인",module,Magento_Backend
"Your Password",비밀번호,module,Magento_Backend
"Save Cache Settings","캐시 설정 저장",module,Magento_Backend
"Catalog Rewrites","카탈로그 다시 작성",module,Magento_Backend
Refresh,새로고침,module,Magento_Backend
"Images Cache","이미지 캐시",module,Magento_Backend
Clear,지우기,module,Magento_Backend
"Search Index","검색 색인",module,Magento_Backend
Rebuild,리빌드,module,Magento_Backend
"Inventory Stock Status","재고 상태",module,Magento_Backend
"Rebuild Catalog Index","카탈로그 인덱스 리빌드",module,Magento_Backend
"Rebuild Flat Catalog Category","플랫 카탈로그 카테고리 리빌드",module,Magento_Backend
"Rebuild Flat Catalog Product","플랫 카탈로그 카테고리 상품",module,Magento_Backend
"Cache Control","캐시 제어",module,Magento_Backend
"All Cache","모든 캐시",module,Magento_Backend
"No change","변화 없음",module,Magento_Backend
Disable,비활성,module,Magento_Backend
Enable,활성,module,Magento_Backend
"Add Design Change","디자인 변경 추가",module,Magento_Backend
Back,돌아가기,module,Magento_Backend
Delete,삭제,module,Magento_Backend
"Are you sure?",정말입니까?,module,Magento_Backend
Save,저장,module,Magento_Backend
"Edit Design Change","디자인 변경 수정",module,Magento_Backend
"New Store Design Change","신규 스토어 디자인 변경",module,Magento_Backend
"General Settings","일반 설정",module,Magento_Backend
Store,스토어,module,Magento_Backend
"-- Please Select --","-- 선택해 주십시오 --",module,Magento_Backend
"Custom Design","커스텀 디자인",module,Magento_Backend
"Date From","시작 날짜",module,Magento_Backend
"Date To","종료 날짜",module,Magento_Backend
"Design Change","디자인 변경",module,Magento_Backend
General,기본설정,module,Magento_Backend
Cancel,취소,module,Magento_Backend
"Delete %1 '%2'","%1 '%2' 삭제",module,Magento_Backend
"Delete %1","%1 삭제",module,Magento_Backend
"Block Information","블럭 정보",module,Magento_Backend
"Backup Options","백업 옵션",module,Magento_Backend
No,아니오,module,Magento_Backend
Yes,네,module,Magento_Backend
"Create DB Backup","DB 백업 생성",module,Magento_Backend
"Delete Store","스토어 삭제",module,Magento_Backend
"Delete Web Site","웹사이트 삭제",module,Magento_Backend
"Save Web Site","웹사이트 저장",module,Magento_Backend
"Save Store","스토어 저장",module,Magento_Backend
"Save Store View","스토어뷰 저장",module,Magento_Backend
"Delete Store View","스토어뷰 삭제",module,Magento_Backend
"Edit Web Site","웹사이트 수정",module,Magento_Backend
"New Web Site","신규 웹사이트",module,Magento_Backend
"Edit Store","스토어 수정",module,Magento_Backend
"New Store","신규 스토어",module,Magento_Backend
"Edit Store View","스토어뷰 수정",module,Magento_Backend
"New Store View","신규 스토어뷰",module,Magento_Backend
"Store Information","스토어 정보",module,Magento_Backend
"Web Site",웹사이트,module,Magento_Backend
Name,이름,module,Magento_Backend
Code,코드,module,Magento_Backend
"Root Category","최상위 카테고리 추가",module,Magento_Backend
"Default Store View","기본 스토어뷰",module,Magento_Backend
"Store View Information","스토어뷰 정보",module,Magento_Backend
Status,상태,module,Magento_Backend
Disabled,비활성화,module,Magento_Backend
Enabled,활성화,module,Magento_Backend
"Sort Order","정렬 순서",module,Magento_Backend
"Web Site Information","웹사이트 정보",module,Magento_Backend
"Default Store","기본 스토어",module,Magento_Backend
"Set as Default","기본값으로 설정",module,Magento_Backend
Stores,스토어,module,Magento_Backend
"Create Website","웹사이트 생성",module,Magento_Backend
"Create Store","스토어 생성",module,Magento_Backend
"Create Store View","스토어뷰 생성",module,Magento_Backend
Home,홈,module,Magento_Backend
Reset,초기화,module,Magento_Backend
"Are you sure you want to do this?","정말로 이 작업을 수행하겠습니까?",module,Magento_Backend
"Add New Image","신규 이미지 추가",module,Magento_Backend
"Export block for grid %1 is not defined","그리드 %1 에 대 한 수출 블록 정의 되지 않은",module,Magento_Backend
"Reset Filter","필터 재설정",module,Magento_Backend
Search,검색,module,Magento_Backend
Any,모든,module,Magento_Backend
"All Countries","모든 국가",module,Magento_Backend
From,"보낸 사람",module,Magento_Backend
To,"받는 사람",module,Magento_Backend
"Date selector","날짜 선택기",module,Magento_Backend
"[ deleted ]","[ 삭제됨 ]",module,Magento_Backend
"Select All","모두 선택",module,Magento_Backend
" [deleted]"," [삭제됨]",module,Magento_Backend
"Add New","신규 추가",module,Magento_Backend
"Invalid export type supplied for grid export block","그리드 내보내기 블록에 대한 제공 하는 잘못 된 보내기 형식",module,Magento_Backend
Export,내보내기,module,Magento_Backend
"Please correct the column format and try again.","열 서식을 수정하고 다시 시도해 주십시오.",module,Magento_Backend
Submit,전송,module,Magento_Backend
"Unknown block type","알 수없는 블록 타입",module,Magento_Backend
"Please correct the tab configuration and try again. Tab Id should be not empty","탭 구성을 수정하고 다시 시도하십시오. 탭 Id는 비어 있어서는 안됩니다.",module,Magento_Backend
"Please correct the tab configuration and try again.","탭 구성을 수정하고 다시 시도하십시오.",module,Magento_Backend
